IUCN_species_name,genus,species,common_name,order_e,family_e,diet_inv_e,diet_fruit_e,diet_cat_e,diet_breadth,min_body_size_mm,max_body_size_mm,body_size_mm,min_longevity,max_longevity,longevity,min_home_range,max_home_range,home_range_size,generation_time,IUCN_category
Melanerpes rubricapillus,Melanerpes,rubricapillus,Red-crowned Woodpecker,Piciformes,Picidae,60,30,Invertebrate,0.897945725,160,180,180,NA,NA,NA,NA,NA,NA,5.1,LC
Melanerpes uropygialis,Melanerpes,uropygialis,Gila Woodpecker,Piciformes,Picidae,40,20,Omnivore,1.609437912,NA,NA,209.6,NA,NA,11,NA,NA,NA,5.1,LC
Melanoptila glabrirostris,Melanoptila,glabrirostris,Black Catbird,Passeriformes,Mimidae,60,40,Invertebrate,0.673011667,190,205,205,NA,NA,NA,NA,NA,NA,5,NT
Melanotis hypoleucus,Melanotis,hypoleucus,Blue-and-white Mockingbird,Passeriformes,Mimidae,80,20,Invertebrate,0.500402424,242,280,280,NA,NA,NA,NA,NA,NA,4.4,LC
Meleagris ocellata,Meleagris,ocellata,Ocellated Turkey,Galliformes,Phasianidae,20,20,PlantSeed,1.366158848,NA,900,900,NA,NA,NA,NA,NA,NA,4.59,NT
Melozone albicollis,Melozone,albicollis,White-throated Towhee,Passeriformes,Emberizidae,50,10,Omnivore,0.943348392,185,225,225,NA,NA,NA,NA,NA,0.0731,2.8,LC
Metriopelia melanoptera,Metriopelia,melanoptera,Black-winged Ground-dove,Columbiformes,Columbidae,10,60,FruiNect,1.088899975,210,230,230,NA,NA,NA,NA,NA,NA,4.6,LC
Micromonacha lanceolata,Micromonacha,lanceolata,Lanceolated Monklet,Piciformes,Bucconidae,80,20,Invertebrate,0.500402424,130,150,150,NA,NA,NA,NA,NA,NA,2.8,LC
Microspingus alticola,Microspingus,alticola,Plain-tailed Warbling-finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,160,NA,NA,NA,NA,NA,NA,3.8,EN
Microspingus cabanisi,Microspingus,cabanisi,Grey-throated Warbling-finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,150,NA,NA,NA,NA,NA,NA,3.8,LC
Microspingus erythrophrys,Microspingus,erythrophrys,Rusty-browed Warbling-finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,135,140,140,NA,NA,NA,NA,NA,NA,3.8,LC
Microspingus melanoleucus,Microspingus,melanoleucus,Black-capped Warbling-finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,130,NA,NA,8.92,NA,NA,NA,3.8,LC
Mimus longicaudatus,Mimus,longicaudatus,Long-tailed Mockingbird,Passeriformes,Mimidae,50,50,Omnivore,0.693147181,270,295,295,NA,NA,NA,NA,NA,NA,5.3,LC
Mionectes galbinus,Mionectes,galbinus,Olive-striped Flycatcher,Passeriformes,Tyrannidae,20,80,FruiNect,0.500402424,120,130,130,NA,NA,9,NA,NA,NA,4,LC
Mionectes macconnelli,Mionectes,macconnelli,MacConnell's Flycatcher,Passeriformes,Tyrannidae,70,30,Invertebrate,0.610864302,130,135,135,NA,NA,NA,NA,NA,NA,4,LC
Mionectes oleagineus,Mionectes,oleagineus,Ochre-bellied Flycatcher,Passeriformes,Tyrannidae,20,80,FruiNect,0.500402424,125,140,140,NA,NA,NA,NA,NA,NA,4,LC
Mionectes rufiventris,Mionectes,rufiventris,Grey-hooded Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,NA,NA,135,NA,NA,NA,NA,NA,NA,4,LC
Mionectes striaticollis,Mionectes,striaticollis,Streak-necked Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,NA,NA,135,NA,NA,NA,NA,NA,NA,4,LC
Mitrospingus cassinii,Mitrospingus,cassinii,Dusky-faced Tanager,Passeriformes,Thraupidae,20,40,Omnivore,1.054920168,NA,NA,180,NA,NA,NA,NA,NA,NA,3.7,LC
Mitrospingus oleagineus,Mitrospingus,oleagineus,Olive-backed Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,190,NA,NA,NA,NA,NA,NA,3.7,LC
Mitu salvini,Mitu,salvini,Salvin's Curassow,Galliformes,Cracidae,0,40,PlantSeed,1.054920168,750,890,890,NA,NA,24,72,150,150,10.5,LC
Mitu tomentosum,Mitu,tomentosum,Crestless Curassow,Galliformes,Cracidae,0,70,FruiNect,0.801818553,750,850,850,NA,NA,24,72,150,150,9.5,NT
Mitu tuberosum,Mitu,tuberosum,Razor-billed Curassow,Galliformes,Cracidae,10,70,FruiNect,0.940447989,830,890,890,NA,NA,24,72,150,150,8.32,LC
Mniotilta varia,Mniotilta,varia,Black-and-white Warbler,Passeriformes,Parulidae,80,20,Invertebrate,0.500402424,110,130,130,NA,NA,NA,NA,NA,NA,4.6,LC
Molothrus oryzivorus,Molothrus,oryzivorus,Giant Cowbird,Passeriformes,Icteridae,30,40,FruiNect,1.088899975,280,380,380,7,8,8,22,70,70,3.5,LC
Momotus coeruliceps,Momotus,coeruliceps,Blue-crowned motmot,Coraciiformes,Momotidae,50,30,Omnivore,1.16828245,380,430,430,NA,NA,NA,NA,NA,NA,3.9,LC
Momotus lessonii,Momotus,lessonii,Lesson's motmot,Coraciiformes,Momotidae,50,30,Omnivore,1.16828245,380,430,430,NA,NA,NA,NA,NA,NA,3.9,LC
Momotus momota,Momotus,momota,Amazonian motmot,Coraciiformes,Momotidae,50,30,Omnivore,1.16828245,380,430,430,NA,NA,NA,NA,NA,0.0059,3.6,LC
Momotus subrufescens,Momotus,subrufescens,Whooping motmot,Coraciiformes,Momotidae,50,30,Omnivore,1.16828245,390,410,410,NA,NA,NA,NA,NA,NA,3.9,LC
Monasa morphoeus,Monasa,morphoeus,White-fronted Nunbird,Piciformes,Bucconidae,80,10,Invertebrate,0.63903186,210,290,290,NA,NA,NA,NA,NA,NA,4.5,LC
Myadestes coloratus,Myadestes,coloratus,Varied Solitaire,Passeriformes,Turdidae,30,70,FruiNect,0.610864302,160,180,180,NA,NA,NA,NA,NA,NA,4.5,LC
Myadestes melanops,Myadestes,melanops,Black-faced Solitaire,Passeriformes,Turdidae,20,50,Omnivore,1.029653014,157,186,186,NA,NA,NA,NA,NA,NA,4.5,LC
Myadestes occidentalis,Myadestes,occidentalis,Brown-backed Solitaire,Passeriformes,Turdidae,70,30,Invertebrate,0.610864302,205,215,215,NA,NA,NA,NA,NA,NA,4.5,LC
Myadestes ralloides,Myadestes,ralloides,Andean Solitaire,Passeriformes,Turdidae,50,50,Omnivore,0.693147181,170,180,180,NA,NA,NA,NA,NA,NA,4.5,LC
Myadestes unicolor,Myadestes,unicolor,Slate-coloured Solitaire,Passeriformes,Turdidae,30,70,FruiNect,0.610864302,190,205,205,NA,NA,NA,NA,NA,NA,4.5,LC
Myiarchus apicalis,Myiarchus,apicalis,Apical Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,NA,NA,170,NA,NA,6,1.6,3.2,3.2,5.1,LC
Myiarchus crinitus,Myiarchus,crinitus,Great Crested Flycatcher,Passeriformes,Tyrannidae,60,40,Invertebrate,0.673011667,170,210,210,2,14,14,1.6,3.2,3.2,3.41,LC
Myiarchus ferox,Myiarchus,ferox,Short-crested Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,NA,NA,180,NA,NA,NA,NA,NA,NA,5.1,LC
Myiarchus nuttingi,Myiarchus,nuttingi,Nutting's Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,180,190,190,NA,NA,NA,NA,NA,NA,5.1,LC
Myiarchus panamensis,Myiarchus,panamensis,Panama Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,NA,NA,190,NA,NA,NA,NA,NA,NA,5.1,LC
Myiarchus swainsoni,Myiarchus,swainsoni,Swainson's Flycatcher,Passeriformes,Tyrannidae,70,20,Invertebrate,0.801818553,195,210,210,NA,NA,NA,NA,NA,0.002,5.1,LC
Myiarchus tuberculifer,Myiarchus,tuberculifer,Dusky-capped Flycatcher,Passeriformes,Tyrannidae,80,10,Invertebrate,0.63903186,160,185,185,NA,NA,13.91,NA,NA,NA,5.1,LC
Myiarchus tyrannulus,Myiarchus,tyrannulus,Brown-crested Flycatcher,Passeriformes,Tyrannidae,70,20,Invertebrate,0.801818553,180,230,230,NA,NA,11,0.005,0.085,0.085,6.5,LC
Myiarchus venezuelensis,Myiarchus,venezuelensis,Venezuelan Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,NA,NA,190,NA,NA,10,NA,NA,NA,5.1,LC
Myiodynastes chrysocephalus,Myiodynastes,chrysocephalus,Golden-crowned Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,190,220,220,NA,NA,NA,NA,NA,NA,3.6,LC
Myiodynastes hemichrysus,Myiodynastes,hemichrysus,Golden-bellied Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,180,200,200,NA,NA,NA,NA,NA,NA,3.6,LC
Myiodynastes luteiventris,Myiodynastes,luteiventris,Sulphur-bellied Flycatcher,Passeriformes,Tyrannidae,40,30,Omnivore,1.088899975,180,200,200,NA,NA,NA,NA,NA,NA,3.6,LC
Myiodynastes maculatus,Myiodynastes,maculatus,Streaked Flycatcher,Passeriformes,Tyrannidae,40,30,Omnivore,1.088899975,195,210,210,NA,NA,NA,NA,NA,0.003,3.6,LC
Myiodynastes solitarius,Myiodynastes,solitarius,Southern Streaked Flycatcher ,Passeriformes,Tyrannidae,40,30,Omnivore,1.088899975,195,210,210,NA,NA,NA,NA,NA,0.003,3.6,LC
Myiopagis gaimardii,Myiopagis,gaimardii,Forest Elaenia,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,120,125,125,NA,NA,NA,NA,NA,0.092,3.6,LC
Myiopagis olallai,Myiopagis,olallai,Foothill Elaenia,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,NA,NA,125,NA,NA,NA,NA,NA,NA,3.6,VU
Myiopagis subplacens,Myiopagis,subplacens,Pacific Elaenia,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,NA,NA,135,NA,NA,NA,NA,NA,NA,3.6,LC
Myiopagis viridicata,Myiopagis,viridicata,Greenish Elaenia,Passeriformes,Tyrannidae,60,20,Invertebrate,0.950270539,NA,NA,135,NA,NA,NA,NA,NA,0.009,3.6,LC
Myiophobus cryptoxanthus,Myiophobus,cryptoxanthus,Olive-chested Flycatcher,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,NA,NA,120,NA,NA,NA,NA,NA,NA,3.6,LC
Myiophobus fasciatus,Myiophobus,fasciatus,Bran-coloured Flycatcher,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,110,127,127,3.833,5.083,5.083,NA,NA,0.0066,3.6,LC
Myiopsitta monachus,Myiopsitta,monachus,Monk Parakeet,Psittaciformes,Psittacidae,10,30,PlantSeed,1.313834033,NA,NA,290,12,22.1,22.1,NA,NA,120,6,LC
Myiozetetes cayanensis,Myiozetetes,cayanensis,Rusty-margined Flycatcher,Passeriformes,Tyrannidae,70,30,Invertebrate,0.610864302,165,180,180,NA,NA,NA,NA,NA,0.002,3.6,LC
Myiozetetes granadensis,Myiozetetes,granadensis,Grey-capped Flycatcher,Passeriformes,Tyrannidae,60,20,Invertebrate,0.950270539,160,180,180,NA,NA,NA,NA,NA,NA,3.6,LC
Myiozetetes luteiventris,Myiozetetes,luteiventris,Dusky-chested Flycatcher,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,140,150,150,NA,NA,6,NA,NA,NA,3.6,LC
Myiozetetes similis,Myiozetetes,similis,Social Flycatcher,Passeriformes,Tyrannidae,40,40,Omnivore,1.193549604,160,185,185,NA,NA,NA,NA,NA,0.0021,3.6,LC
Myrmotherula surinamensis,Myrmotherula,surinamensis,Guianan Streaked Antwren,Passeriformes,Thamnophilidae,90,10,Invertebrate,0.325082973,90,100,100,NA,NA,NA,NA,NA,NA,5.1,VU
Nannopsittaca dachilleae,Nannopsittaca,dachilleae,Amazonian Parrotlet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,NA,NA,120,NA,NA,22.7,NA,NA,NA,3,NT
Nannopsittaca panychlora,Nannopsittaca,panychlora,Tepui Parrotlet,Psittaciformes,Psittacidae,0,100,FruiNect,0,NA,NA,140,NA,NA,NA,NA,NA,NA,5,LC
Neopelma sulphureiventer,Neopelma,sulphureiventer,Sulphur-bellied Tyrant-manakin,Passeriformes,Pipridae,80,20,Invertebrate,0.500402424,130,135,135,NA,NA,NA,NA,NA,NA,3.7,LC
Nephelomyias lintoni,Nephelomyias,lintoni,Orange-banded Flycatcher,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,125,130,130,NA,NA,NA,NA,NA,NA,3.6,NT
Nephelomyias ochraceiventris,Nephelomyias,ochraceiventris,Ochraceous-breasted Flycatcher,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,120,140,140,NA,NA,NA,NA,NA,NA,3.6,LC
Nesotriccus ridgwayi,Nesotriccus,ridgwayi,Cocos Flycatcher,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,NA,NA,110,NA,NA,6,NA,NA,0.25,2.79,VU
Nothocercus bonapartei,Nothocercus,bonapartei,Highland Tinamou,Tinamiformes,Tinamidae,30,50,Omnivore,1.029653014,355,410,410,NA,NA,NA,NA,NA,NA,6.8,LC
Nothocercus julius,Nothocercus,julius,Tawny-breasted Tinamou,Tinamiformes,Tinamidae,30,30,Omnivore,1.366158848,350,410,410,NA,NA,NA,NA,NA,NA,6.8,LC
Nothocrax urumutum,Nothocrax,urumutum,Nocturnal Curassow,Galliformes,Cracidae,0,70,FruiNect,0.801818553,500,575,575,NA,NA,16,NA,NA,NA,8.5,LC
Odontophorus atrifrons,Odontophorus,atrifrons,Black-fronted Wood-quail,Galliformes,Odontophoridae,20,30,Omnivore,1.366158848,240,300,300,NA,NA,NA,NA,NA,NA,3.9,VU
Odontophorus balliviani,Odontophorus,balliviani,Stripe-faced Wood-quail,Galliformes,Odontophoridae,20,30,Omnivore,1.366158848,260,280,280,NA,NA,NA,NA,NA,NA,3.9,LC
Odontophorus capueira,Odontophorus,capueira,Spot-winged Wood-quail,Galliformes,Odontophoridae,0,80,FruiNect,0.500402424,260,300,300,NA,12,12,NA,NA,0.12,3.9,LC
Odontophorus columbianus,Odontophorus,columbianus,Venezuelan Wood-quail,Galliformes,Odontophoridae,40,30,Omnivore,1.088899975,250,300,300,NA,NA,NA,NA,NA,NA,3.9,NT
Odontophorus dialeucos,Odontophorus,dialeucos,Tacarcuna Wood-quail,Galliformes,Odontophoridae,20,30,Omnivore,1.366158848,220,250,250,NA,NA,NA,NA,NA,NA,3.9,VU
Odontophorus erythrops,Odontophorus,erythrops,Rufous-fronted Wood-quail,Galliformes,Odontophoridae,20,30,Omnivore,1.366158848,230,280,280,NA,NA,NA,NA,NA,NA,3.9,LC
Odontophorus gujanensis,Odontophorus,gujanensis,Marbled Wood-quail,Galliformes,Odontophoridae,50,20,Omnivore,1.029653014,240,290,290,NA,NA,NA,NA,NA,NA,3.9,NT
Odontophorus hyperythrus,Odontophorus,hyperythrus,Chestnut Wood-quail,Galliformes,Odontophoridae,10,40,Omnivore,0.943348392,250,290,290,NA,NA,NA,NA,NA,NA,4.8,NT
Odontophorus melanonotus,Odontophorus,melanonotus,Dark-backed Wood-quail,Galliformes,Odontophoridae,20,30,Omnivore,1.366158848,230,280,280,NA,NA,NA,NA,NA,NA,3.9,VU
Odontophorus melanotis,Odontophorus,melanotis,Black-eared Wood-quail,Galliformes,Odontophoridae,20,30,Omnivore,1.366158848,220,280,280,NA,NA,NA,NA,NA,NA,3.9,LC
Odontophorus speciosus,Odontophorus,speciosus,Rufous-breasted Wood-quail,Galliformes,Odontophoridae,20,30,Omnivore,1.366158848,240,280,280,NA,NA,NA,2.6,9,5.22,3.9,NT
Odontophorus stellatus,Odontophorus,stellatus,Starred Wood-quail,Galliformes,Odontophoridae,20,30,Omnivore,1.366158848,240,280,280,NA,NA,NA,2.6,9,5.22,3.9,LC
Odontophorus strophium,Odontophorus,strophium,Gorgeted Wood-quail,Galliformes,Odontophoridae,0,50,Omnivore,0.693147181,255,270,270,NA,NA,NA,NA,NA,NA,3.9,VU
Ognorhynchus icterotis,Ognorhynchus,icterotis,Yellow-eared Parrot,Psittaciformes,Psittacidae,0,40,PlantSeed,0.673011667,NA,NA,420,NA,NA,NA,NA,NA,NA,4.9,EN
Oncostoma cinereigulare,Oncostoma,cinereigulare,Northern Bentbill,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,95,105,105,NA,NA,NA,NA,NA,NA,3.6,LC
Oncostoma olivaceum,Oncostoma,olivaceum,Southern Bentbill,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,NA,NA,90,NA,NA,NA,NA,NA,NA,2.76,LC
Oporornis agilis,Oporornis,agilis,Connecticut Warbler,Passeriformes,Parulidae,80,20,Invertebrate,0.500402424,130,150,150,4.08,7.92,7.92,0.24,0.48,0.48,2.15,LC
Oreophasis derbianus,Oreophasis,derbianus,Horned Guan,Galliformes,Cracidae,0,50,Omnivore,0.693147181,750,850,850,NA,NA,NA,0.08,0.2,0.2,9.55,EN
Oreothlypis gutturalis,Oreothlypis,gutturalis,Flame-throated Warbler,Passeriformes,Parulidae,80,20,Invertebrate,0.500402424,106,120,120,NA,NA,NA,NA,NA,NA,2.4,LC
Oreothraupis arremonops,Oreothraupis,arremonops,Tanager Finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,200,205,205,NA,NA,NA,NA,NA,NA,3.8,LC
Oriturus superciliosus,Oriturus,superciliosus,Striped Sparrow,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,16.5,18,18,NA,NA,NA,NA,NA,NA,3,LC
Ortalis canicollis,Ortalis,canicollis,Chaco Chachalaca,Galliformes,Cracidae,20,30,Omnivore,1.279854226,500,560,560,NA,NA,NA,NA,NA,NA,5.7,LC
Ortalis cinereiceps,Ortalis,cinereiceps,Grey-headed Chachalaca,Galliformes,Cracidae,0,80,FruiNect,0.500402424,460,580,580,NA,NA,NA,NA,NA,NA,8.8,LC
Ortalis columbiana,Ortalis,columbiana,Speckled Chachalaca,Galliformes,Cracidae,0,90,FruiNect,0.325082973,450,600,600,NA,NA,NA,NA,NA,NA,5.7,LC
Ortalis erythroptera,Ortalis,erythroptera,Rufous-headed Chachalaca,Galliformes,Cracidae,0,50,Omnivore,0.693147181,560,660,660,NA,NA,NA,NA,NA,NA,5.7,VU
Ortalis garrula,Ortalis,garrula,Chestnut-winged Chachalaca,Galliformes,Cracidae,0,60,FruiNect,0.673011667,NA,NA,530,NA,NA,NA,NA,NA,NA,5.7,LC
Ortalis motmot,Ortalis,motmot,Little Chachalaca,Galliformes,Cracidae,0,100,FruiNect,0,430,NA,540,NA,NA,NA,NA,NA,NA,5.7,LC
Ortalis poliocephala,Ortalis,poliocephala,West Mexican Chachalaca,Galliformes,Cracidae,0,30,PlantSeed,1.088899975,585,685,685,NA,NA,NA,NA,NA,NA,5.7,LC
Ortalis ruficauda,Ortalis,ruficauda,Rufous-vented Chachalaca,Galliformes,Cracidae,0,60,FruiNect,0.673011667,530,610,610,NA,NA,NA,NA,NA,NA,5.7,LC
Ortalis vetula,Ortalis,vetula,Plain Chachalaca,Galliformes,Cracidae,0,60,FruiNect,0.673011667,NA,NA,NA,NA,NA,8.8,NA,NA,NA,4.9,LC
Ortalis wagleri,Ortalis,wagleri,Rufous-bellied Chachalaca,Galliformes,Cracidae,0,100,FruiNect,0,620,670,670,NA,NA,NA,NA,NA,NA,5,LC
Orthopsittaca manilatus,Orthopsittaca,manilatus,Red-bellied Macaw,Psittaciformes,Psittacidae,0,100,FruiNect,0,500,510,510,NA,NA,NA,NA,NA,NA,10.7,LC
Oxyruncus cristatus,Oxyruncus,cristatus,Sharpbill,Passeriformes,Cotingidae,20,80,FruiNect,0.500402424,NA,NA,170,NA,NA,NA,NA,NA,NA,4.6,LC
Pachyramphus aglaiae,Pachyramphus,aglaiae,Rose-throated Becard,Passeriformes,Cotingidae,50,30,Omnivore,1.029653014,160,180,180,NA,NA,NA,NA,NA,NA,4.6,LC
Pachyramphus albogriseus,Pachyramphus,albogriseus,Black-and-white Becard,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,130,145,145,NA,NA,NA,NA,NA,NA,4.6,LC
Pachyramphus castaneus,Pachyramphus,castaneus,Chestnut-crowned Becard,Passeriformes,Cotingidae,90,10,Invertebrate,0.325082973,140,148,148,NA,NA,NA,NA,NA,0.0016,4.6,LC
Pachyramphus cinnamomeus,Pachyramphus,cinnamomeus,Cinnamon Becard,Passeriformes,Cotingidae,70,30,Invertebrate,0.610864302,140,150,150,NA,NA,NA,NA,NA,NA,4.6,LC
Pachyramphus homochrous,Pachyramphus,homochrous,One-coloured Becard,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,NA,NA,165,NA,NA,NA,NA,NA,NA,4.6,LC
Pachyramphus marginatus,Pachyramphus,marginatus,Black-capped Becard,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,130,140,140,NA,NA,NA,NA,NA,8,4.6,LC
Pachyramphus minor,Pachyramphus,minor,Pink-throated Becard,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,165,175,175,NA,NA,NA,NA,NA,8,4.6,LC
Pachyramphus polychopterus,Pachyramphus,polychopterus,White-winged Becard,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,140,155,155,NA,NA,NA,NA,NA,0.0017,4.6,LC
Pachyramphus rufus,Pachyramphus,rufus,Cinereous Becard,Passeriformes,Cotingidae,70,30,Invertebrate,0.610864302,129,140,NA,NA,NA,NA,NA,NA,NA,4.6,LC
Pachyramphus spodiurus,Pachyramphus,spodiurus,Slaty Becard,Passeriformes,Cotingidae,70,30,Invertebrate,0.610864302,NA,NA,140,NA,NA,NA,NA,NA,NA,4.6,VU
Pachyramphus versicolor,Pachyramphus,versicolor,Barred Becard,Passeriformes,Cotingidae,80,20,Invertebrate,0.500402424,120,130,130,NA,NA,NA,NA,NA,NA,4.6,LC
Pachysylvia semibrunnea,Pachysylvia,semibrunnea,Rufous-naped Greenlet,Passeriformes,Vireonidae,90,10,Invertebrate,0.325082973,125,130,130,NA,NA,NA,NA,NA,NA,5.2,LC
Paraclaravis geoffroyi,Paraclaravis,geoffroyi,Purple-winged Ground-dove,Columbiformes,Columbidae,0,30,PlantSeed,0.610864302,190,230,230,NA,NA,NA,NA,NA,NA,4.6,CR
Paraclaravis mondetoura,Paraclaravis,mondetoura,Maroon-chested Ground-dove,Columbiformes,Columbidae,0,50,Omnivore,0.693147181,180,240,240,NA,NA,NA,NA,NA,NA,4.9,LC
Parkerthraustes humeralis,Parkerthraustes,humeralis,Yellow-shouldered Grosbeak,Passeriformes,Cardinalidae,20,80,FruiNect,0.500402424,160,165,165,NA,NA,NA,NA,NA,NA,4.1,LC
Passerina caerulea,Passerina,caerulea,Blue Grosbeak,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,150,160,160,5.9,10.2,10.2,3.12,7.28,5.2,4.2,LC
Patagioenas cayennensis,Patagioenas,cayennensis,Pale-vented Pigeon,Columbiformes,Columbidae,0,70,FruiNect,0.610864302,250,280,280,NA,NA,14.4,NA,NA,12.7,4.42,LC
Patagioenas flavirostris,Patagioenas,flavirostris,Red-billed Pigeon,Columbiformes,Columbidae,0,60,FruiNect,0.673011667,300,370,370,NA,NA,14.4,NA,NA,12.7,4.9,LC
Patagioenas goodsoni,Patagioenas,goodsoni,Dusky Pigeon,Columbiformes,Columbidae,0,60,FruiNect,0.897945725,NA,NA,240,NA,NA,NA,NA,NA,NA,6.6,LC
Patagioenas leucocephala,Patagioenas,leucocephala,White-crowned Pigeon,Columbiformes,Columbidae,0,70,FruiNect,0.610864302,330,350,350,NA,14.4,14.4,NA,NA,12.7,3.87,NT
Patagioenas nigrirostris,Patagioenas,nigrirostris,Short-billed Pigeon,Columbiformes,Columbidae,20,80,FruiNect,0.500402424,270,310,310,NA,NA,NA,NA,NA,NA,3.7,LC
Patagioenas picazuro,Patagioenas,picazuro,Picazuro Pigeon,Columbiformes,Columbidae,10,30,PlantSeed,1.313834033,NA,NA,340,NA,NA,14.4,NA,NA,12.7,6.6,LC
Patagioenas plumbea,Patagioenas,plumbea,Plumbeous Pigeon,Columbiformes,Columbidae,0,50,Omnivore,0.693147181,NA,NA,340,NA,NA,NA,NA,NA,NA,6.6,LC
Patagioenas speciosa,Patagioenas,speciosa,Scaled Pigeon,Columbiformes,Columbidae,0,100,FruiNect,0,280,340,340,NA,NA,NA,NA,NA,NA,3.9,LC
Patagioenas squamosa,Patagioenas,squamosa,Scaly-naped Pigeon,Columbiformes,Columbidae,10,40,Omnivore,1.279854226,325,410,410,NA,NA,NA,NA,NA,NA,7,LC
Patagioenas subvinacea,Patagioenas,subvinacea,Ruddy Pigeon,Columbiformes,Columbidae,0,100,FruiNect,0,270,325,325,NA,NA,NA,NA,NA,NA,6.6,VU
Pauxi koepckeae,Pauxi,koepckeae,Sira curassow,Galliformes,Cracidae,0,30,PlantSeed,0.610864302,850,950,950,NA,NA,NA,NA,NA,NA,13.5,CR
Pauxi pauxi,Pauxi,pauxi,Helmeted Curassow,Galliformes,Cracidae,0,40,PlantSeed,1.054920168,850,920,920,NA,NA,NA,NA,NA,NA,13.5,EN
Pauxi unicornis,Pauxi,unicornis,Horned Curassow,Galliformes,Cracidae,0,30,PlantSeed,0.610864302,850,950,950,NA,NA,NA,NA,NA,NA,14.5,CR
Penelope argyrotis,Penelope,argyrotis,Band-tailed Guan,Galliformes,Cracidae,0,100,FruiNect,0,500,610,610,NA,NA,NA,NA,NA,NA,5.7,LC
Penelope barbata,Penelope,barbata,Bearded Guan,Galliformes,Cracidae,0,100,FruiNect,0,NA,NA,550,NA,NA,NA,NA,NA,NA,5.7,NT
Penelope dabbenei,Penelope,dabbenei,Red-faced Guan,Galliformes,Cracidae,0,80,FruiNect,0.500402424,630,690,690,NA,NA,NA,NA,NA,NA,5.7,LC
Penelope jacquacu,Penelope,jacquacu,Spix's Guan,Galliformes,Cracidae,0,80,FruiNect,0.500402424,660,760,760,NA,NA,NA,NA,NA,NA,5.7,LC
Penelope marail,Penelope,marail,Marail Guan,Galliformes,Cracidae,0,100,FruiNect,0,630,680,680,NA,NA,NA,NA,NA,NA,5.7,LC
Penelope montagnii,Penelope,montagnii,Andean Guan,Galliformes,Cracidae,0,100,FruiNect,0,510,610,610,NA,NA,NA,NA,NA,NA,5.7,LC
Penelope obscura,Penelope,obscura,Dusky-legged Guan,Galliformes,Cracidae,0,80,FruiNect,0.500402424,680,750,750,NA,NA,NA,NA,NA,NA,5.7,LC
Penelope ortoni,Penelope,ortoni,Baudo Guan,Galliformes,Cracidae,0,80,FruiNect,0.500402424,580,630,630,NA,NA,NA,8,17,17,5.7,EN
Penelope perspicax,Penelope,perspicax,Cauca Guan,Galliformes,Cracidae,0,80,FruiNect,0.500402424,NA,NA,760,NA,NA,NA,NA,NA,NA,5.7,EN
Penelope purpurascens,Penelope,purpurascens,Crested Guan,Galliformes,Cracidae,10,70,FruiNect,0.801818553,720,910,910,NA,NA,NA,NA,NA,NA,5.7,LC
Penelope superciliaris,Penelope,superciliaris,Rusty-margined Guan,Galliformes,Cracidae,10,90,FruiNect,0.325082973,550,730,730,NA,NA,NA,8,17,17,6.31,LC
Penelopina nigra,Penelopina,nigra,Highland Guan,Galliformes,Cracidae,0,100,FruiNect,0,590,650,650,NA,NA,NA,NA,NA,NA,7.51,VU
